Timestamp (UTC),Transaction Description,Currency,Amount,To Currency,To Amount,Native Currency,Native Amount,Native Amount (in USD),Transaction Kind,Transaction Hash
2022-06-06 01:28:50,Crypto Earn,BTC,0.00001065,,,EUR,0.298993837090979793724999866,0.309039034281947970586335556448971258458,crypto_earn_interest_paid,
2022-06-01 11:08:22,Adjustment (Credit),LUNA2,0.004107,,,EUR,0.026740223921369398469477329,0.027638606392507307832521846534154436577,admin_wallet_credited,
2022-05-30 01:03:17,Crypto Earn,BTC,0.00001065,,,EUR,0.287432011947638895189447014,0.297088770317986789001319089892472086982,crypto_earn_interest_paid,
2022-05-29 10:39:40,Balance Conversion,LUNC,0.01323,,,EUR,0.00000191160954679414864550721903,0.00000197583326135800927555135138910805823839,crypto_wallet_swap_credited,
2022-05-29 10:39:40,Balance Conversion,LUNA,-0.01323,,,EUR,0.00000175640027522213763240114411,0.00000181540947515259808814275315578698534043,crypto_wallet_swap_debited,
2022-05-23 05:38:32,Mission Rewards Deposit,CRO,1.9,,,EUR,0.34,0.35142286770242,rewards_platform_deposit_credited,
2022-05-23 00:05:44,Crypto Earn,BTC,0.00001065,,,EUR,0.302957583556032027478037558,0.313135949427812635534066926197535080854,crypto_earn_interest_paid,
2022-05-20 18:24:29,Card Cashback,CRO,0.21353841,,,EUR,0.04,0.04134386678852,referral_card_cashback,
2022-05-20 18:24:29,Card Rebate: Spotify,CRO,74.68505776,,,EUR,13.31,13.75717167388003,reimbursement,
2022-05-16 01:21:56,Crypto Earn,BTC,0.00001065,,,EUR,0.313598550737336971386065046,0.324134417668934754230906405161196151798,crypto_earn_interest_paid,
2022-05-09 00:43:16,Crypto Earn,BTC,0.00001065,,,EUR,0.341255949242225509043481657,0.352721012656512852103878804785802954441,crypto_earn_interest_paid,
2022-05-04 18:07:18,Card Cashback,CRO,0.32491762,,,EUR,0.1,0.1033596669713,referral_card_cashback,
2022-05-03 09:41:12,Card Cashback,CRO,0.06651491,,,EUR,0.02,0.02067193339426,referral_card_cashback,
2022-05-02 01:16:24,Crypto Earn,BTC,0.00001065,,,EUR,0.387067250172121260176622436,0.400071420732873160555361760026197480868,crypto_earn_interest_paid,
2022-04-30 10:57:01,Card Cashback,CRO,3.0928174,,,EUR,1.09,1.12662036998717,referral_card_cashback,
2022-04-28 09:44:51,Card Cashback,CRO,0.15111296,,,EUR,0.06,0.06201580018278,referral_card_cashback,
2022-04-27 09:45:19,Card Cashback,CRO,0.15348919,,,EUR,0.06,0.06201580018278,referral_card_cashback,
2022-04-27 03:14:21,Mission Rewards Deposit,CRO,0.9,,,EUR,0.32,0.33075093430816,rewards_platform_deposit_credited,
2022-04-26 09:44:26,Card Cashback,CRO,0.02459432,,,EUR,0.01,0.01033596669713,referral_card_cashback,
2022-04-25 08:30:43,Crypto Earn Allocation,BTC,-0.01851263,,,EUR,657.596602859259475215074143386,679.689658729912847227640699020145845468218,crypto_earn_program_created,
2022-04-25 07:55:02,Crypto Earn Withdrawal,BTC,0.01534,,,EUR,544.466282183170001632166036168,562.758536035543020744331589401912708179784,crypto_earn_program_withdrawn,
2022-04-25 01:12:47,Crypto Earn,BTC,0.00001135,,,EUR,0.406032049379504972769452231,0.419673374035400707931028576500837979703,crypto_earn_interest_paid,
2022-04-24 04:08:15,Supercharger Reward,BTC,0.00000008,,,EUR,0.002905287251340541002892954,0.003002895227545218775453882353032902202,supercharger_reward_to_app_credited,
2022-04-22 15:17:04,Card Cashback,CRO,0.12237494,,,EUR,0.05,0.05167983348565,referral_card_cashback,
2022-04-22 06:20:28,Card Cashback,CRO,0.11971218,,,EUR,0.05,0.05167983348565,referral_card_cashback,
2022-04-22 05:19:38,Supercharger Reward,BTC,0.00000008,,,EUR,0.00297706773785944338987558,0.00307708729936153517506325094942430854,supercharger_reward_to_app_credited,
2022-04-22 05:19:38,Supercharger Reward,BTC,0.00000008,,,EUR,0.00297706773785944338987558,0.00307708729936153517506325094942430854,supercharger_reward_to_app_credited,
2022-04-20 18:19:25,Card Cashback,CRO,0.09561142,,,EUR,0.04,0.04134386678852,referral_card_cashback,
2022-04-20 18:19:25,Card Rebate: Spotify,CRO,33.44009282,,,EUR,12.95,13.38507687278335,reimbursement,
2022-04-20 05:53:38,Supercharger Reward,BTC,0.00000008,,,EUR,0.003039146681169646390594579,0.003141251888426263116900387660351285827,supercharger_reward_to_app_credited,
2022-04-20 05:53:38,Supercharger Reward,BTC,0.00000008,,,EUR,0.003039146681169646390594579,0.003141251888426263116900387660351285827,supercharger_reward_to_app_credited,
2022-04-20 05:53:38,Supercharger Reward,BTC,0.00000008,,,EUR,0.003039146681169646390594579,0.003141251888426263116900387660351285827,supercharger_reward_to_app_credited,
2022-04-19 01:32:23,Crypto Earn,BTC,0.00001324,,,EUR,0.49777685980043559157137464,0.51450050454992513323492788044546427832,crypto_earn_interest_paid,
2022-04-17 05:23:29,Supercharger Reward,BTC,0.00000008,,,EUR,0.002959544008812516516903387,0.003058974831377678595662147274570017931,supercharger_reward_to_app_credited,
2022-04-17 05:23:29,Supercharger Reward,BTC,0.00000008,,,EUR,0.002959544008812516516903387,0.003058974831377678595662147274570017931,supercharger_reward_to_app_credited,
2022-04-15 04:47:23,Supercharger Reward,BTC,0.00000008,,,EUR,0.002948763462238752,0.003047832094341349698493318176,supercharger_reward_to_app_credited,
2022-04-15 04:47:23,Supercharger Reward,BTC,0.00000008,,,EUR,0.002948763462238752,0.003047832094341349698493318176,supercharger_reward_to_app_credited,
2022-04-13 04:33:42,Supercharger Reward,BTC,0.00000008,,,EUR,0.002918722128602462527226057,0.003016781471941143771031730107116311641,supercharger_reward_to_app_credited,
2022-04-13 04:33:42,Supercharger Reward,BTC,0.00000008,,,EUR,0.002918722128602462527226057,0.003016781471941143771031730107116311641,supercharger_reward_to_app_credited,
2022-04-12 01:10:16,Crypto Earn,BTC,0.00001324,,,EUR,0.478102152800193386324670607,0.494164792916895741607547576366898225791,crypto_earn_interest_paid,
2022-04-11 07:20:23,Supercharger Reward,BTC,0.00000008,,,EUR,0.003078640612751637550970092,0.003182072684583282253869922383665223596,supercharger_reward_to_app_credited,
2022-04-09 12:58:41,Supercharger Reward,BTC,0.00000008,,,EUR,0.003093371117310301721502336,0.003197298085038309705372025292749949568,supercharger_reward_to_app_credited,
2022-04-09 12:58:40,Supercharger Reward,BTC,0.00000008,,,EUR,0.003093371117310301721502336,0.003197298085038309705372025292749949568,supercharger_reward_to_app_credited,
2022-04-07 14:23:58,Supercharger Reward,BTC,0.00000008,,,EUR,0.003165967001128256271731846,0.003272332948787419396044841608565780198,supercharger_reward_to_app_credited,
2022-04-07 11:21:08,Supercharger Reward,LUNA,0.000294,,,EUR,0.03,0.03100790009139,supercharger_reward_to_app_credited,
2022-04-07 09:39:13,Card Cashback,CRO,0.06644267,,,EUR,0.03,0.03100790009139,referral_card_cashback,
2022-04-06 19:10:51,Supercharger Reward,BTC,0.00000008,,,EUR,0.003178066752808565373871015,0.003284839211828541159854327851219068695,supercharger_reward_to_app_credited,
2022-04-06 19:10:51,Supercharger Reward,BTC,0.00000008,,,EUR,0.003178066752808565373871015,0.003284839211828541159854327851219068695,supercharger_reward_to_app_credited,
2022-04-06 14:12:17,Supercharger Reward,LUNA,0.000294,,,EUR,0.03,0.03100790009139,supercharger_reward_to_app_credited,
2022-04-06 14:12:17,Supercharger Reward,LUNA,0.000294,,,EUR,0.03,0.03100790009139,supercharger_reward_to_app_credited,
2022-04-06 09:43:12,Card Cashback,CRO,0.06392214,,,EUR,0.03,0.03100790009139,referral_card_cashback,
2022-04-05 01:10:08,Crypto Earn,BTC,0.00001324,,,EUR,0.556751200202699593584855507,0.575456186388226030481485231107508159491,crypto_earn_interest_paid,
2022-04-04 17:53:48,Supercharger Reward,BTC,0.00000008,,,EUR,0.003282387591972378517990747,0.003392664883769923929278698555349145611,supercharger_reward_to_app_credited,
2022-04-04 17:53:48,Supercharger Reward,BTC,0.00000008,,,EUR,0.003282387591972378517990747,0.003392664883769923929278698555349145611,supercharger_reward_to_app_credited,
2022-04-04 17:53:47,Supercharger Reward,BTC,0.00000008,,,EUR,0.003282387591972378517990747,0.003392664883769923929278698555349145611,supercharger_reward_to_app_credited,
2022-04-04 14:55:07,Supercharger Reward,LUNA,0.000294,,,EUR,0.03,0.03100790009139,supercharger_reward_to_app_credited,
2022-04-03 17:55:29,Supercharger Reward,LUNA,0.000294,,,EUR,0.03,0.03100790009139,supercharger_reward_to_app_credited,
2022-04-03 17:55:29,Supercharger Reward,LUNA,0.000294,,,EUR,0.03,0.03100790009139,supercharger_reward_to_app_credited,
2022-04-02 19:33:59,Card Cashback,CRO,0.24774199,,,EUR,0.11,0.11369563366843,referral_card_cashback,
2022-04-02 17:59:38,Card Cashback,CRO,0.10295506,,,EUR,0.05,0.05167983348565,referral_card_cashback,
2022-04-02 15:09:35,Card Cashback,CRO,0.10207322,,,EUR,0.05,0.05167983348565,referral_card_cashback,
2022-04-01 23:47:05,Supercharger Reward,BTC,0.00000008,,,EUR,0.003301290953261808940405305,0.003412203335045060855393012532438027465,supercharger_reward_to_app_credited,
2022-04-01 23:47:05,Supercharger Reward,BTC,0.00000008,,,EUR,0.003301290953261808940405305,0.003412203335045060855393012532438027465,supercharger_reward_to_app_credited,
2022-04-01 18:44:33,Supercharger Reward,LUNA,0.000294,,,EUR,0.03,0.03100790009139,supercharger_reward_to_app_credited,
2022-04-01 18:44:33,Supercharger Reward,LUNA,0.000294,,,EUR,0.03,0.03100790009139,supercharger_reward_to_app_credited,
2022-04-01 06:50:57,Mission Rewards Deposit,CRO,0.3,,,EUR,0.12,0.12403160036556,rewards_platform_deposit_credited,
2022-03-31 09:32:33,Card Cashback,CRO,0.06165752,,,EUR,0.03,0.03100790009139,referral_card_cashback,
2022-03-30 22:17:44,Supercharger Reward,BTC,0.00000008,,,EUR,0.003331148813901405846589,0.003443064320366903081763217780658957,supercharger_reward_to_app_credited,
2022-03-30 22:17:44,Supercharger Reward,BTC,0.00000008,,,EUR,0.003331148813901405846589,0.003443064320366903081763217780658957,supercharger_reward_to_app_credited,
2022-03-30 17:40:55,Supercharger Reward,LUNA,0.000294,,,EUR,0.03,0.03100790009139,supercharger_reward_to_app_credited,
2022-03-30 17:40:55,Supercharger Reward,LUNA,0.000294,,,EUR,0.03,0.03100790009139,supercharger_reward_to_app_credited,
2022-03-29 01:25:42,Crypto Earn,BTC,0.00001324,,,EUR,0.566126020371452117421141057,0.585145969293806903784333626415612706641,crypto_earn_interest_paid,
2022-03-28 19:23:13,Supercharger Reward,BTC,0.00000008,,,EUR,0.003447802127856401175046114,0.003563636797181771282016963389602145282,supercharger_reward_to_app_credited,
2022-03-28 15:56:55,Supercharger Reward,LUNA,0.000294,,,EUR,0.03,0.03100790009139,supercharger_reward_to_app_credited,
2022-03-27 20:39:08,Supercharger Reward,BTC,0.00000008,,,EUR,0.003298360566572805989209206,0.003409174497122336100396295936040977878,supercharger_reward_to_app_credited,
2022-03-27 16:24:20,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-26 18:01:45,Supercharger Reward,BTC,0.00000008,,,EUR,0.003205141097550625991218147,0.003312823164388596685941496323290881811,supercharger_reward_to_app_credited,
2022-03-26 14:24:37,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-25 13:16:21,Supercharger Reward,BTC,0.00000008,,,EUR,0.003232196605042410452147077,0.003340787646829500226465241337667378901,supercharger_reward_to_app_credited,
2022-03-25 10:21:04,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-25 06:57:47,Card Cashback,CRO,0.22044767,,,EUR,0.09,0.09302370027417,referral_card_cashback,
2022-03-24 16:46:34,Supercharger Reward,BTC,0.00000008,,,EUR,0.003170187402168812523754365,0.003276695141247791617984358367647047245,supercharger_reward_to_app_credited,
2022-03-24 13:46:18,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-23 15:14:52,Supercharger Reward,LUNA,0.000294,,,EUR,0.03,0.03100790009139,supercharger_reward_to_app_credited,
2022-03-23 15:14:52,Supercharger Reward,LUNA,0.000294,,,EUR,0.03,0.03100790009139,supercharger_reward_to_app_credited,
2022-03-23 10:45:53,Card Cashback,CRO,0.16449349,,,EUR,0.06,0.06201580018278,referral_card_cashback,
2022-03-22 14:03:49,Card Cashback,CRO,0.52619243,,,EUR,0.2,0.2067193339426,referral_card_cashback,
2022-03-22 01:03:24,Crypto Earn,BTC,0.00001324,,,EUR,0.491046360525478691840074048,0.507543882913823920571044324008118908224,crypto_earn_interest_paid,
2022-03-21 14:57:48,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-21 08:53:37,Withdraw CRO (Crypto.org),CRO,-38.89759251,,,EUR,14.19258413504898158887733237681318,14.66940769660818601039586206714949366796521734,crypto_withdrawal,A38DDFF06BC39618B949051B2EF8C395EE3D3CA6E60B8F4BA4E22B6888836171
2022-03-20 18:19:25,Card Cashback,CRO,0.12245163,,,EUR,0.05,0.05167983348565,referral_card_cashback,
2022-03-20 18:19:25,Card Rebate: Spotify,CRO,34.26196481,,,EUR,12.68,13.10600577196084,reimbursement,
2022-03-20 16:30:10,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-19 14:26:39,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-18 13:10:26,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-17 11:51:19,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-17 10:52:36,Card Cashback,CRO,0.14811641,,,EUR,0.05,0.05167983348565,referral_card_cashback,
2022-03-16 15:05:45,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-16 15:05:45,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-15 00:45:51,Crypto Earn,BTC,0.00001324,,,EUR,0.474879731298854857835737338,0.490834108784700672989570175352607843994,crypto_earn_interest_paid,
2022-03-14 14:40:48,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-13 11:56:33,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-12 13:39:46,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-11 12:23:36,Supercharger Reward,LUNA,0.000294,,,EUR,0.03,0.03100790009139,supercharger_reward_to_app_credited,
2022-03-10 12:30:48,Supercharger Reward,LUNA,0.000294,,,EUR,0.03,0.03100790009139,supercharger_reward_to_app_credited,
2022-03-09 13:31:31,Supercharger Reward,LUNA,0.000294,,,EUR,0.03,0.03100790009139,supercharger_reward_to_app_credited,
2022-03-09 13:31:31,Supercharger Reward,LUNA,0.000294,,,EUR,0.03,0.03100790009139,supercharger_reward_to_app_credited,
2022-03-09 10:45:45,Card Cashback,CRO,0.24070664,,,EUR,0.09,0.09302370027417,referral_card_cashback,
2022-03-08 06:50:43,Card Cashback,CRO,0.10385898,,,EUR,0.04,0.04134386678852,referral_card_cashback,
2022-03-08 01:12:58,Crypto Earn,BTC,0.00001324,,,EUR,0.460719452361511984466902967,0.476198091632855940482328692362318738471,crypto_earn_interest_paid,
2022-03-07 14:44:30,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-07 02:39:01,Mission Rewards Deposit,CRO,1.1,,,EUR,0.39,0.40310270118807,rewards_platform_deposit_credited,
2022-03-06 15:00:31,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-05 22:38:40,Card Cashback,CRO,1.21968066,,,EUR,0.46,0.47545446806798,referral_card_cashback,
2022-03-05 15:36:05,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-05 15:36:05,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-03 12:50:09,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-02 11:21:35,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-01 11:08:37,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-03-01 10:32:38,Card Cashback,CRO,1.69875224,,,EUR,0.66,0.68217380201058,referral_card_cashback,
2022-03-01 00:24:57,Crypto Earn,BTC,0.00001324,,,EUR,0.507180739785640431875437974,0.524220323585013591885335740769695881462,crypto_earn_interest_paid,
2022-02-28 16:09:37,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-02-27 17:51:39,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-02-27 10:40:59,Withdraw CRO (Crypto.org),CRO,-29.41,,,EUR,10.65616077966227510289602001586998,11.01417229378521312721416069012540073641191574,crypto_withdrawal,D54E7086B268D690E0AA1609ED8E137102F249E312F1C7A5E4FC7D084539DB7D
2022-02-26 18:59:33,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-02-26 18:59:33,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-02-25 15:01:35,Card Cashback,CRO,0.09679879,,,EUR,0.04,0.04134386678852,referral_card_cashback,
2022-02-24 23:51:48,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-02-24 23:51:47,Supercharger Reward,LUNA,0.000294,,,EUR,0.02,0.02067193339426,supercharger_reward_to_app_credited,
2022-02-24 16:17:26,Card Cashback,CRO,0.13225481,,,EUR,0.05,0.05167983348565,referral_card_cashback,
2022-02-24 14:54:53,Card Cashback Reversal,CRO,-0.05015467,,,EUR,0.02,0.02067193339426,card_cashback_reverted,
2022-02-23 04:36:18,Supercharger Reward,LUNA,0.000294,,,EUR,0.01,0.01033596669713,supercharger_reward_to_app_credited,
2022-02-22 16:06:36,Card Cashback,CRO,0.05015467,,,EUR,0.02,0.02067193339426,referral_card_cashback,
2022-02-22 01:21:38,Crypto Earn,BTC,0.00001324,,,EUR,0.43071621308093580531314987,0.44518684343185013570121143671805888731,crypto_earn_interest_paid,
2022-02-21 23:16:13,Card Rebate: Spotify,CRO,28.5230659,,,EUR,9.99,10.32563073043287,reimbursement,
2022-02-21 21:32:11,Card Cashback,CRO,0.65994164,,,EUR,0.24,0.24806320073112,referral_card_cashback,
2022-02-21 12:57:58,Supercharger Reward,ETH,0.00000101,,,EUR,0.002290004527763470487809358,0.002366941053524014344374911993636574254,supercharger_reward_to_app_credited,
2022-02-21 12:57:58,Supercharger Reward,ETH,0.00000101,,,EUR,0.002290004527763470487809358,0.002366941053524014344374911993636574254,supercharger_reward_to_app_credited,
2022-02-21 12:57:58,Supercharger Reward,ETH,0.00000101,,,EUR,0.002290004527763470487809358,0.002366941053524014344374911993636574254,supercharger_reward_to_app_credited,
2022-02-21 12:32:53,Withdraw CRO (CRO),CRO,-16.6,,,EUR,5.69303895136190650393692498637364,5.88430610067405634827968038932569220868956532,crypto_withdrawal,4539989E7E74563E99FA1492D83C26765544C0292B665528A7069FC8C3756FFD
2022-02-21 12:27:40,CRO Stake,CRO,-993.0,,,EUR,350.07,361.83118616642991,lockup_lock,
2022-02-21 12:26:51,Supercharger Withdrawal (via app),CRO,722.8,,,EUR,247.73357116719040430510823282790019,256.05659413451648022072988740493625665475994547,supercharger_withdrawal,
2022-02-21 12:26:27,EUR -> CRO,EUR,-99.41,CRO,282.3,EUR,99.41,102.74984493616933,viban_purchase,
2022-02-21 12:25:58,EUR -> BTC,EUR,-100.83,BTC,0.003,EUR,100.83,104.21755220716179,viban_purchase,
2022-02-18 12:47:36,Supercharger Reward,ETH,0.00000101,,,EUR,0.002535348683546578664067369,0.002620527955874982424895213177473895097,supercharger_reward_to_app_credited,
2022-02-18 12:47:36,Supercharger Reward,ETH,0.00000101,,,EUR,0.002535348683546578664067369,0.002620527955874982424895213177473895097,supercharger_reward_to_app_credited,
2022-02-18 00:29:21,Mission Rewards Deposit,CRO,1.0,,,EUR,0.37,0.38243076779381,rewards_platform_deposit_credited,
2022-02-16 09:24:55,Supercharger Reward,ETH,0.00000101,,,EUR,0.002759021339799782639938589,0.002851715268484154678841796977236254957,supercharger_reward_to_app_credited,
2022-02-16 09:24:55,Supercharger Reward,ETH,0.00000101,,,EUR,0.002759021339799782639938589,0.002851715268484154678841796977236254957,supercharger_reward_to_app_credited,
2022-02-15 00:34:50,Crypto Earn,BTC,0.00001324,,,EUR,0.49224062033975217225607863,0.50877826588062905583164038578866753319,crypto_earn_interest_paid,
2022-02-14 12:36:18,Supercharger Reward,ETH,0.00000101,,,EUR,0.002536287455212872,0.002621498267142884140690145736,supercharger_reward_to_app_credited,
2022-02-14 12:36:18,Supercharger Reward,ETH,0.00000101,,,EUR,0.002536287455212872,0.002621498267142884140690145736,supercharger_reward_to_app_credited,
2022-02-12 09:36:39,Supercharger Reward,ETH,0.00000101,,,EUR,0.002580017514066771,0.002666697510340627636715406723,supercharger_reward_to_app_credited,
2022-02-12 09:36:39,Supercharger Reward,ETH,0.00000101,,,EUR,0.002580017514066771,0.002666697510340627636715406723,supercharger_reward_to_app_credited,
2022-02-10 08:31:06,Supercharger Reward,ETH,0.00000101,,,EUR,0.002793337036195597762491632,0.002887183857997751586582665180230341616,supercharger_reward_to_app_credited,
